# pos_x 	 Vel X 	 pos y	 Vel Y
-3.269472973393927617e+00	4.317720941299380000e-01	-1.559074606306810828e+00	5.219390239296349820e-01
-5.810574626428147482e+00	1.643214541290826669e-01	-7.884152027545874297e-01	5.934800748573597351e-02
5.736952475238672911e+00	-2.072442608134897613e-01	-2.553748487098244091e-01	-1.362510349527217002e-01
-1.637563308799829365e+00	-4.265315332438239238e-01	2.080963736657468921e+00	-1.377754778098738697e-01
5.331814622986637886e+00	4.004479418100591048e-01	-9.702838491811267119e+00	-1.703929210053803101e-01
-3.996760101202670334e+00	5.243287993805721692e-02	5.843115647305582527e+00	7.903379630704815417e-02
8.827408938989686149e+00	-3.229663488278024519e-01	4.796627067357049690e+00	5.130015236041132187e-01
-2.466389375968794262e+00	-6.795513564049526691e-04	7.666949098889520364e+00	-3.681932664792011978e-02
1.396018484776238577e-01	-5.422384061983471365e-02	7.986798993199333729e+00	-4.006427648805323538e-01
-6.075429472435147638e+00	2.804313426588577185e-01	-3.543585549081265107e+00	9.199808038186584047e-02
8.515749588723583230e+00	7.746859882695733557e-02	-9.655131889690064806e-02	-6.572434438505229959e-02
9.789739591157903931e+00	2.247528045764116411e-01	1.325359812529049996e+00	9.944902253238209477e-02
-6.839121997290035893e+00	9.273552983636791647e-02	7.422330545774270760e+00	1.896350218293160195e-01
4.898690664869519651e+00	-3.824716836749025850e-01	2.694035674797622626e+00	-1.726741619522931537e-01
-1.081511177592249240e+00	-5.178184807142296314e-02	4.275949198137571017e+00	9.242602770400103473e-01
4.573122886189106673e+00	1.891770278796449101e-01	6.103411624958453352e+00	3.543320191269048736e-01
-3.268567849236780898e+00	-3.386188381282156934e-01	2.181511575330105757e+00	2.672502973376220115e-01
3.646022824660862138e+00	8.359744064639441918e-02	5.255734275835772351e+00	-1.912484342984920038e-01
-6.137369145338541720e+00	-5.591922390555739142e-01	8.190135162721695394e+00	-3.168141814385235233e-01
1.382875736701936198e+00	-2.501141617317077792e-02	-2.333428267959407165e+00	4.123239632617881067e-02
5.008617719775065424e+00	4.176901854981255324e-01	-7.469259462450617448e+00	6.163980679978957600e-01
-4.137607138483532232e+00	-1.101882910854648512e-01	-1.543404542573972860e+00	1.439096251389433700e-01
-9.638097801262752284e+00	1.406715413401290748e-01	7.348093919815547714e+00	1.476017991716011835e-01
7.454936886920344286e+00	-1.074170030967204481e-01	-2.149394780408111050e+00	-6.137066920796256653e-02
6.103046444271217119e+00	2.447611279088826308e-01	8.465946931436597822e+00	-1.830528917314460935e-01
-9.252700466997152873e+00	4.361276643617583160e-01	2.397732858318019078e-01	-5.191184884336731420e-01
1.002346449733484768e+01	-1.161726679465562850e-01	-5.137198811982558233e+00	-3.086084297605869442e-01
-1.890397669749999787e+00	-2.692586090570705526e-01	-2.398569630834483934e+00	-4.020308658997860385e-01
-3.092003584860929966e+00	-4.219975228632921183e-01	-4.696589531890983382e-01	-1.225546084521696999e-01
-7.672840675955949763e-01	2.037965714307148901e-01	-5.501516311513154456e+00	-3.402312348212842008e-01
6.939350269297027474e+00	-3.665913723552229886e-01	-5.257313238782417741e+00	-2.667811137972350144e-01
9.621825612177353548e+00	2.886692577025306572e-01	2.662814620141350286e+00	1.524658392049017264e-01
-3.554063574479159549e+00	1.749038417069028462e-01	8.499793401347647048e+00	3.555743921961276865e-01
7.617494092578144027e+00	-1.531154450893989494e-01	2.690429827338895463e-01	3.244382249591381551e-01
7.983953893473144880e+00	2.553758572006637473e-01	-5.217209194893481339e+00	2.977975535275644292e-01
-4.086194850606282181e+00	-2.074870989290295009e-01	-4.683977286281237440e+00	9.723024526725716765e-02
1.010888063725080244e+01	-2.574369009431874966e-01	-6.328516991546715431e+00	-1.677445973014727032e-01
-8.538873139488499575e+00	2.565864630263028912e-01	-5.263386357749215705e+00	-2.577245167681069260e-01
-8.640863053808901739e+00	4.041805941757345422e-01	-5.376978684405264275e+00	3.960487021718364642e-01
-3.557091345597196863e+00	-1.335300523711121790e-01	1.148087301172899810e+00	1.754072966124871347e-02
-2.835790025407269876e+00	-1.513907412048243473e-01	-1.045099098295923401e+00	-2.536942000143107556e-01
-7.801452000286457356e+00	-8.952650649968114938e-02	-1.631853499766066085e+00	3.545212608517796515e-01
7.056789714149943826e+00	1.023008573282217365e-01	-8.002466779818321996e+00	2.975489721600737547e-01
-2.982458426750857150e+00	2.566911115183599379e-01	1.048989711838558492e+00	-3.017748648608103990e-01
2.636614939192599483e+00	-2.918904205946220576e-01	6.392267652858597771e+00	3.686124636857301962e-01
8.041220179111718824e-01	-3.945027493658662815e-02	-7.139437635353016454e-01	-2.931919040785300745e-01
-4.124134318693229773e+00	-4.068434064313863896e-01	-8.691395775427954717e+00	5.088274747476997373e-01
-1.130540662212124348e+00	2.176681515140088952e-01	4.691182432274259462e+00	-2.580395178543225532e-01
-9.818545324841212008e+00	-4.611316931012977571e-01	3.311587162280384522e+00	9.583493856694012825e-02
7.088986973704966665e+00	-5.500943435235854384e-01	-8.448095003923256741e+00	-2.877371605761324669e-01
2.945415106880136857e+00	7.636532772835687155e-02	-7.344026212481469251e+00	-1.711524833572307114e-01
-8.035487029265132364e+00	1.451000757536557439e-01	-7.366075482597505442e+00	4.189227517733604134e-01
-8.421701832980474478e+00	3.833807309484802972e-01	3.691303490600916781e+00	-2.594533322718327595e-01
3.221086681403192209e+00	-4.060204347054531537e-02	9.219656146275291064e+00	-2.336940415600604615e-01
-5.423341307865469751e+00	-1.699536296945478864e-01	-9.916395413093429312e+00	-3.269318689294535285e-01
3.754470047495516383e+00	-2.398365174827363777e-01	1.851007735615676664e+00	3.481076619862981114e-01
2.559414718034993541e+00	-2.821289980086126928e-02	1.297389931730802637e+00	-2.270187046108053941e-01
-9.391191944514991619e+00	1.489105113108310507e-01	-7.376358168101285528e+00	3.089295052509515305e-01
6.940337736920568767e-01	3.922049730601259165e-01	-8.673154195130133859e-02	2.952697507677981004e-01
-9.230618008650798956e+00	4.897717507691681099e-02	2.208174538855993241e+00	3.320040878953606778e-01
9.129648372054308680e+00	1.156305398062003192e-01	5.677761068866145955e+00	-5.920181109001424469e-01
-3.561638118579110834e+00	-7.069149154960084613e-02	-6.701593027253318624e+00	3.896575466322196313e-01
-7.221887347906513988e+00	8.777238489413577080e-03	2.306727525358412301e+00	3.828657837387697271e-01
2.773162844344515765e+00	2.771218497870582276e-01	3.503251407586488675e+00	2.131799223373632979e-01
-8.111033707221793065e+00	2.284792067833567031e-01	5.297323075055581754e+00	-3.599569543544378081e-01
2.382426699948243076e+00	3.180135546337733987e-01	-1.801840427065657169e+00	4.116821034850094985e-01
-6.431896342843503867e-01	-7.369408899005729374e-01	-7.504116273653836267e+00	-5.059866893063691418e-02
-9.655709328220046572e+00	-2.783039794127394329e-01	-6.352365396521921781e+00	1.824450100216064019e-01
-1.016960866528736318e+01	1.834735533425302101e-01	-2.869714635959221383e+00	-9.724508233551248937e-02
6.489363576972862369e+00	-2.809983199382067864e-01	2.697560697680380093e-01	1.570318832533569020e-01
-5.895135908462764140e-01	1.605046078925328745e-01	4.065113251073318779e+00	-9.499419782623146069e-02
-3.047680875756371144e+00	1.683727713752423694e-01	-5.766219864408396845e+00	-4.246098165542525060e-01
3.636389404578826312e+00	3.106579299177220088e-01	2.052511552985336607e+00	-4.488825638088693171e-01
3.905462786596756608e+00	-1.198020547661338975e-01	9.735020515695973486e+00	3.376382574203650733e-01
7.079465164721500336e+00	2.278810114305174772e-01	-6.519397083313794639e+00	4.518397123623658085e-01
6.913303646318661677e+00	7.554183931604752100e-02	-6.862539519010563360e+00	-2.355495628784071704e-01
3.932457467862888301e+00	5.504113348435100972e-02	-1.075053348962758282e+00	-1.797809699166906805e-01
-3.203427200057596291e+00	2.376172802302590481e-01	7.535255462596047726e-01	-4.768838713564363951e-01
1.856780754635304342e+00	1.909265399676167430e-01	3.048823887952095912e+00	3.394775477237418904e-01
-8.945745289426685787e+00	-7.172277418223761414e-01	1.641009601213069935e+00	6.324032010242225388e-02
-7.929864451413632942e-01	-2.106887545651230376e-01	5.197476119012637064e+00	-2.595599037835476519e-01
3.183871922576300140e+00	-2.885180898316953013e-01	5.019421143454538381e+00	4.579472375296096687e-02
-5.825440857810725070e+00	-3.015621173320178643e-04	8.697463720921179586e+00	-2.606002986723102710e-01
7.081704028210191737e+00	3.618690731971112573e-01	-3.760384855016595917e+00	1.837543316918142378e-01
8.742140126294843938e+00	-3.386652749629822517e-02	-8.334801534324231653e+00	1.371237102929585561e-01
8.589399041129107459e+00	3.197126168258368484e-01	-5.069866746386664236e-01	-3.481570055444847822e-02
1.060271046133822948e+00	-1.244519601867654368e-01	-6.022258737185964605e+00	3.775528814303689366e-03
1.026008783242355094e+01	-1.051753774647870454e+00	-7.104645825293505190e+00	-1.797582439978964164e-01
-5.877910808241427532e+00	-3.185686057742665445e-01	4.977438901740455890e+00	2.998621509327229484e-01
-2.179619697178299731e+00	2.987300173128970004e-01	1.041661728534562670e+01	-4.878426963376870651e-01
2.735378904643662068e+00	3.820478542167010105e-01	3.542815270716036302e+00	1.058112449157746909e-01
5.116816143236516012e+00	-5.322326702418628264e-01	8.361116839032925796e+00	-1.000233755544632612e-02
-7.777198745814996705e+00	-1.275185871916053870e-01	3.357125134539202804e-01	-3.415051509198434587e-01
6.832942590767880908e+00	-1.563665397211386476e-01	3.199846568834482152e+00	4.472392702706751849e-02
2.169317855017764085e+00	2.518344477662738390e-01	2.098866008642729764e+00	-6.264547453149012235e-02
3.321229523684027019e+00	-4.716432718565619631e-01	-3.335037717749917530e+00	-2.806463172918607363e-01
-7.291322719497554061e+00	-1.056400109169888385e-01	-3.284136600236077008e+00	-1.790977593169519877e-01
-8.157757172121925526e-01	-5.024177951239273687e-01	3.942173737228590991e+00	-2.914873748493519434e-01
1.855117408830874837e+00	-2.101080078650064964e-01	-1.650792997039067789e+00	2.169550075600912287e-01
-6.147599708217192038e+00	-5.022940102858715061e-01	7.249307491487606114e+00	6.771708791965982410e-01
6.966849260778697150e+00	6.053985179384033799e-01	-3.781343480777753729e+00	-1.852829363379062955e-01
-6.334835819712214544e+00	1.712729762870244810e-01	-4.134385019566750863e+00	-3.426936962147517085e-01
-5.593326241517571518e+00	-5.939149990244700916e-01	-5.814890322673758938e+00	-4.825412503508356155e-01
2.676329950615611519e+00	5.321148358754608232e-01	6.017559259427136986e+00	5.099968455779328724e-02
6.500671531609745202e+00	-2.065598139021190827e-01	7.319831889048448836e+00	-1.201661927706705463e-01
-3.225098751119057194e+00	6.424287675900450245e-02	-6.295596576552608958e+00	4.024127205907100380e-01
9.391212306318395875e+00	-1.374391474520826606e-01	8.955491957964545335e+00	9.555531548430930278e-02
-8.422246465050827524e+00	-2.408416018718608775e-01	2.746822625108611859e+00	-2.120332934210706066e-01
-6.953273010792006659e+00	1.186471391766956707e-01	3.631398901234325294e+00	5.038712517670427271e-01
-3.998343585495945707e+00	3.738252834183268258e-01	4.917496989403386642e+00	2.469892048891211833e-01
-1.590755216788755533e+00	4.490801680942094892e-02	9.870983733003363403e-01	-3.250526501457301487e-01
-9.777179686448086215e+00	-1.541110822930749635e-02	4.005051797373516465e+00	-4.197657905672066286e-02
-4.289447209317058807e+00	6.946117892427518259e-02	-3.277838292322206026e+00	1.781612585056337184e-01
-2.109068368416894268e-01	-1.346677007411850591e-01	9.981606147110598570e+00	2.862043711277825198e-01
-3.359059832157577308e+00	-1.380648309888903857e-01	-2.500647999397023202e-01	3.654910392451247159e-01
-7.103927754702504593e+00	5.535876010603183461e-01	2.758035880460857570e+00	-5.231263893719829694e-01
4.757935039028091673e+00	-5.777618514514587522e-01	-8.326207800342601217e+00	2.281076771387607616e-01
6.412740995597388860e+00	-5.967608463151195808e-02	-8.480970042843797074e+00	-4.255078537008704642e-01
3.372469293708693527e+00	1.134416155472095511e-01	-9.654733722073782332e+00	1.797888884424486133e-01
-4.645949892529423586e+00	2.705157969378932381e-02	-8.059415151883668749e-01	1.943668125693709114e-01
-3.544445946050676977e+00	2.534523676973700068e-01	-1.211778592712690283e+00	1.210898688573873311e-01
8.730272033423887024e+00	-3.387761660894020310e-01	-1.296525227063882069e+00	4.142264011528801748e-01
2.582494264844998888e+00	-1.929924206469866843e-01	7.763810556752031466e+00	5.488968253578233591e-01
-1.717726982278690917e+00	5.300384026647055880e-01	5.747857687111819658e+00	-9.786021253781036766e-02
6.106221956187809496e-01	1.270844793988547550e-01	6.786132692165484315e+00	1.862432581354025452e-01
-8.302345489554435076e+00	-6.748696528669038963e-02	-3.533514243941942023e+00	-5.053905628103990688e-01
7.166753776178002688e+00	-3.562735471734546425e-03	-8.120108346891168338e+00	-1.803331638421604155e-01
-9.336173386538074936e+00	-3.501635753226158831e-01	-6.241542094557885889e+00	-9.316805886655965541e-02
-4.302866640731760839e+00	9.855662968323418427e-02	9.385997972868278527e-01	-2.768813832642248382e-02
-9.644554209289680102e+00	-5.009236802422667445e-01	-9.123076081932874004e+00	2.604286267655253062e-01
4.033114426189394197e-01	2.896926943525210407e-01	-9.567689136651543080e+00	-3.318006592326949722e-02
-2.175688688779160884e+00	3.021152751011780269e-01	-8.682838524616917297e+00	-3.606398206748245849e-01
4.691877560201049846e+00	4.979346771539457928e-01	-7.750095061136072161e+00	-2.510679083088613109e-02
2.182118355297514078e+00	-3.198522755543173335e-01	-6.143617493110696159e+00	1.674835243187191430e-02
-9.894810891622904947e+00	3.463605973705598251e-02	7.750288395950552633e+00	1.891279710092496069e-01
3.686016130418603431e+00	3.274244214654094785e-03	-1.900105944394462898e-01	-2.744401306186007861e-01
5.673849238946203855e+00	-1.351381036389351920e-01	6.978570934049247221e+00	-2.207521016962495364e-01
-9.694934346492040333e+00	-4.156452124903672329e-01	7.644594333449225232e+00	-2.895536920522885360e-01
6.974299458714799727e+00	2.391107586138221941e-01	1.624226058802310302e+00	2.946515261274504360e-01
5.734495409904071472e+00	8.875709338998742648e-02	-7.047644430834077767e+00	-1.500409541938430014e-01
-7.341088676687899550e+00	-9.315771976741192562e-02	-3.208392504914674426e+00	3.356528611678143842e-02
3.881597577335267335e+00	-1.409262333549105572e-01	8.741715121508592645e+00	7.111493698000859176e-02
5.847412207153895869e-01	3.810594495762499312e-01	2.085257241935220218e+00	2.021961084799700770e-01
-6.522597643125558342e+00	5.562082148232064954e-02	-2.472369549721337822e+00	4.142181568783196433e-01
6.917219192833004904e+00	-3.883181864805578809e-01	-8.557927150292487184e+00	-3.572707542338408038e-01
7.544630541778894361e+00	2.509720026887121355e-02	-6.763965844989771270e+00	-7.855574473266204588e-03
6.174357791391106964e+00	2.360381958393395763e-01	6.595109117193246107e+00	4.126793894514971250e-01
-8.426907033006862946e+00	-5.311843079599933848e-01	-1.436977713022299152e+00	1.456855614386190767e-01
-1.081768569026729132e+00	-2.948885661513617196e-01	-3.814372100079062911e+00	-2.646901685725753239e-01
-4.815121059700569361e+00	4.000072537948632934e-01	-4.912806609341719088e+00	4.105259143024809210e-01
-8.298350716233255930e-01	2.643181189900576933e-01	4.161235556843442929e+00	1.669129145923318458e-01
7.547921258911582498e+00	-1.659988318193978893e-02	5.745059349225395406e-01	1.607840998721121566e-03
-4.819066411054462762e+00	1.129469100272647852e-01	2.011810026639110072e-01	-2.366751725113641902e-01
8.221692621353833275e+00	3.150481199637499286e-01	-7.182193889720241309e+00	1.290878046499450149e-01
7.919926905164858866e+00	-3.372974158696792069e-01	-2.373760945201722983e+00	-3.646245426075891416e-01
5.407036373979434707e+00	-1.445060894062978607e-01	-7.829932277065977608e+00	1.024318663516072571e-02
-3.102835384100808724e+00	-1.552745909076972686e-01	8.329585580302786951e+00	4.231821445684110228e-01
3.264000688281481821e+00	-5.423994868285230142e-01	8.349922399458273858e+00	-2.685643934693241475e-01
-7.491627400359555544e+00	-1.597367766904643493e-01	-2.028250786455153332e+00	1.246848483578892886e-01
2.890444511167704178e+00	-1.895684424563659765e-01	-4.380087949714117634e+00	-4.852482942130798699e-02
6.527015351502002405e-02	-1.536363878776036418e-01	-3.809016498693202024e+00	5.774107167705555543e-01
-4.675037062338011085e-01	-1.535338601863158424e-02	1.350013605596683597e+00	2.284627192920299019e-02
2.077028547891329513e+00	-1.737310864379294079e-02	3.837059704681530792e-01	3.463098112049076138e-01
-3.377127532507549490e-01	6.931772673966335105e-03	3.829684601992605408e+00	2.638181305577357305e-01
-1.330263456129411770e+00	1.960221822959874738e-01	4.627880076014090349e-01	-2.561879833661500072e-01
-5.471735508693890360e+00	-1.187602552315130400e-01	-1.826204449749554426e+00	-1.007897882082182117e-01
9.575109468610310870e+00	-1.006403968727229703e-01	-5.416109632893504333e+00	-2.615602928003050720e-01
7.303753293172885463e+00	-3.661744517290121959e-01	8.035377665326111085e+00	-1.533035316896861899e-01
4.299661651263498641e+00	-2.879301728208753450e-02	2.563206393224473523e+00	-2.590328071258756748e-01
-4.538627653498249259e+00	4.625562734305997958e-01	-8.083759917228604763e+00	1.194755939924500021e-01
7.829614766676101567e+00	1.536257162306673696e-01	-7.709811139717016815e+00	-1.081528291559458593e-01
-6.936300919277171850e+00	2.871009932858873959e-01	6.339533983609983991e+00	-2.367811913484260677e-01
-8.439228056579764825e+00	1.009163110361625676e-01	2.251202857700596027e+00	-9.055263294033520649e-03
9.713387543815095171e+00	1.262151750914605741e-01	-2.221990137875885729e+00	1.906686698392211499e-01
-3.438407943639221642e+00	4.797989179590907427e-01	-3.507049933872786962e+00	3.136105946694674462e-01
9.539142181704148626e+00	3.241843455353057846e-01	-9.195352677696437382e+00	-6.722405927857885710e-02
-1.495865204732159004e+00	3.638611066685677048e-02	-4.368720371401178859e+00	-2.867742439775083363e-01
-1.687302262660684393e+00	-7.466970375624424339e-01	-3.422103379562574155e+00	-1.753706314972651725e-01
-4.514562566422528178e+00	1.776933121060689930e-02	-1.105605612001294702e+00	-8.951969971013445937e-02
2.635785356085587949e+00	-3.292679309863260628e-01	9.362313611166989347e+00	-2.020018309884577812e-01
-6.399988786183720357e+00	6.875647545444893427e-02	5.669662373034978220e-02	5.267754742384519462e-01
-8.862898366515203463e+00	2.495899718060286820e-01	8.548473180065679244e+00	6.684348490599271997e-02
1.004443418233232777e+01	-2.517675195797322574e-01	-8.710337070439557294e+00	1.057174897598671531e-01
-8.231255683118522626e+00	3.024177512558032244e-01	-9.315463583429952621e+00	8.270188615706618174e-02
8.388405077736765136e+00	5.543427737306414610e-02	7.434996793864588227e+00	1.110714718540574408e-01
-6.721327738304971433e+00	-1.804959781200365099e-01	1.621109624807622440e+00	-9.510959625570045151e-02
4.343794180545395456e+00	2.645239840593046066e-01	8.908987982032556374e+00	-2.695893646332448990e-01
3.603991436284450067e+00	-7.866212270431254677e-03	3.515914058230392492e+00	5.274674528789081718e-01
-9.856644799825929226e+00	-1.292517545514787480e-01	6.364318219889139705e+00	-3.212889552113889491e-01
6.805597680632633484e+00	-1.298894572295202776e-01	5.501911790327909557e+00	-4.884924334173635918e-01
-5.216863091396316321e+00	-1.187439064510511649e-01	3.134588735533581083e+00	-2.515572182741193652e-01
9.540149432900296711e-02	-3.061900789184978655e-01	-4.816232182800012751e+00	-4.804160668463845485e-01
8.728762817977541388e+00	5.825501617349875261e-01	-1.795231776303668925e+00	-4.036629478631124646e-01
9.417302966265397757e+00	-1.310443076940420448e-01	-5.118774913042649644e+00	-2.629306510867940316e-01
-3.106145157827145287e+00	-2.486266841752198808e-01	-6.176009856914978613e+00	9.369822843113666255e-02
4.564560198883702569e+00	5.057238588339371121e-01	1.673811001344216898e+00	-1.494281070232039987e-01
2.195610063104661336e+00	-1.524707353888691552e-01	5.574028280653029022e+00	-5.307793014494374129e-01
-2.626336992980858653e+00	8.655650488405078335e-02	-1.476521285430243413e-01	-2.819507404966989927e-01
7.160512253567389962e+00	-8.256533675222810231e-02	-1.763698268748559617e+00	-1.510009592256663855e-02
2.030430240395335151e+00	9.873264133612782989e-02	-3.880267632888868334e+00	3.513840088663660044e-01
-1.769842859140084990e+00	4.837603359217500509e-01	-2.314285025827562237e+00	8.422062809625362537e-03
8.647131055716826609e+00	4.773480627876764970e-01	-9.992806200917490500e+00	-2.411703510891500535e-01
2.605806184400658587e-01	-1.391496431604371253e-01	5.329738887802811576e+00	4.009624454734836974e-01
-8.567385669630974476e+00	-7.971391045704537270e-02	-5.848636167435578237e+00	2.806283310472730830e-01
9.079011875137910081e+00	-4.739142245228697981e-01	-4.050606670152188116e+00	1.562905518339192668e-01
6.524729625877227157e+00	-2.800346266101606529e-01	4.869448677589392815e+00	2.175420793165143418e-01
9.566808860937356940e+00	2.626728061418833263e-02	5.921852150491482725e+00	1.021439628337757061e-01
3.986322980883938882e+00	-1.597239131641375043e-01	3.052390248425851826e+00	-3.898686799149111981e-01
-6.690885215519386087e+00	-3.345750366296695311e-01	-6.126298954210972703e+00	-1.388734464694335591e-01
3.724983429705367222e+00	-1.078944189676275534e-01	-1.654428996251638306e+00	-2.163637727678736633e-01
