# pos_x 	 Vel X 	 pos y	 Vel Y
8.335748146610958642e+00	5.504113348435100972e-02	-4.670672747296570115e+00	1.797809699166906805e-01
4.400325767310695468e+00	-2.376172802302590481e-01	3.614828774398223477e+00	-4.768838713564363951e-01
3.002339994441005189e+00	-1.909265399676167430e-01	-9.851322925550094922e+00	-3.394775477237418904e-01
3.964354063376085424e+00	7.172277418223761414e-01	6.700235209406854686e+00	6.324032010242225388e-02
-2.478496481662347151e+00	2.106887545651230376e-01	-4.665800224762178594e+00	2.595599037835476519e-01
-2.783451554040436426e-01	2.885180898316953013e-01	8.682999043691383534e+00	4.579472375296096687e-02
-5.849565827197259260e+00	-3.015621173320178643e-04	-7.980955394106672429e+00	2.606002986723102710e-01
-5.221844460491587014e+00	3.618690731971112573e-01	9.102418363410397006e+00	-1.837543316918142378e-01
6.032817926590991142e+00	-3.386652749629822517e-02	2.635095289112451056e+00	1.371237102929585561e-01
-6.756806566511055934e+00	3.197126168258368484e-01	-3.292242718994537576e+00	-3.481570055444847822e-02
-8.895885768807412219e+00	-1.244519601867654368e-01	-5.720216432041681287e+00	3.775528814303689366e-03
1.026008783242355094e+01	-1.051753774647870454e+00	1.164233398609723746e+00	1.797582439978964164e-01
8.776245057374831404e+00	-3.185686057742665445e-01	-8.816220041164804400e+00	-2.998621509327229484e-01
-1.582159662552504953e+00	-2.987300173128970004e-01	8.465246499994879770e+00	4.878426963376870651e-01
-7.961961013423966449e+00	3.820478542167010105e-01	8.198510047010129753e+00	-1.058112449157746909e-01
4.052350802752791026e+00	-5.322326702418628264e-01	7.560929834597223120e+00	-1.000233755544632612e-02
-2.166380909384347131e+00	1.275185871916053870e-01	6.482805230011102537e+00	3.415051509198434587e-01
-5.676380586923199800e+00	-1.563665397211386476e-01	6.777760730999902172e+00	4.472392702706751849e-02
-1.860033309242617783e+00	-2.518344477662738390e-01	-2.912771953876478914e+00	-6.264547453149012235e-02
7.094375698536524055e+00	-4.716432718565619631e-01	5.645644435589627363e+00	2.806463172918607363e-01
-4.333402413821854537e+00	1.056400109169888385e-01	-2.567745562968268835e+00	1.790977593169519877e-01
1.890598730356620738e-01	-5.024177951239273687e-01	-7.216242603610415474e-01	2.914873748493519434e-01
-5.288554858579344042e+00	2.101080078650064964e-01	4.423947214643487058e+00	-2.169550075600912287e-01
-5.143011687645448582e+00	-5.022940102858715061e-01	1.831940457914818632e+00	-6.771708791965982410e-01
8.177646296655503022e+00	-6.053985179384033799e-01	-1.557948244722878073e+00	1.852829363379062955e-01
7.367002283249751926e+00	1.712729762870244810e-01	9.573362829023315257e+00	-3.426936962147517085e-01
-9.156816235664392067e+00	5.939149990244700916e-01	-3.884725321270416032e+00	-4.825412503508356155e-01
4.804789294117455256e+00	5.321148358754608232e-01	9.995534654935001484e+00	-5.099968455779328724e-02
-1.002411358055979207e+01	2.065598139021190827e-01	-2.293463532605204414e+00	-1.201661927706705463e-01
1.914331389601303890e+00	6.424287675900450245e-02	-5.490771135371188549e+00	-4.024127205907100380e-01
-1.603919489848232294e+00	-1.374391474520826606e-01	3.413283659874614795e+00	-9.555531548430930278e-02
7.473299258491977071e+00	2.408416018718608775e-01	-6.158575698576351343e+00	2.120332934210706066e-01
2.538498123343657653e+00	1.186471391766956707e-01	2.623656397700239395e+00	5.038712517670427271e-01
-5.493644719169254564e+00	-3.738252834183268258e-01	-4.468092796383219323e+00	-2.469892048891211833e-01
2.001886127964918938e+00	4.490801680942094892e-02	4.887730175049098236e+00	3.250526501457301487e-01
-9.006624274982751643e+00	1.541110822930749635e-02	6.469254728358581064e-01	-4.197657905672066286e-02
1.267447104624960241e+00	6.946117892427518259e-02	9.193449803072160975e+00	-1.781612585056337184e-01
-9.098975085759905213e+00	1.346677007411850591e-01	-7.763064862811912548e+00	2.862043711277825198e-01
-5.844226789957602364e+00	1.380648309888903857e-01	-8.290867663332448956e+00	-3.654910392451247159e-01
-3.782402148340596071e+00	5.535876010603183461e-01	1.711783101716891409e+00	-5.231263893719829694e-01
1.358402274164205448e-01	-5.777618514514587522e-01	9.922406370758254823e+00	2.281076771387607616e-01
1.638654225076423776e+00	-5.967608463151195808e-02	-1.672844383629871201e+00	-4.255078537008704642e-01
7.683250684502656469e+00	-1.134416155472095511e-01	4.728377353322115617e+00	1.797888884424486133e-01
-2.481823517026293224e+00	2.705157969378932381e-02	5.413796487031499183e+00	-1.943668125693709114e-01
3.552220349475684991e+00	-2.534523676973700068e-01	8.475410915878297757e+00	1.210898688573873311e-01
-2.110565281436979745e+00	3.387761660894020310e-01	-9.581053250121485121e+00	4.142264011528801748e-01
-7.453111608798312027e+00	1.929924206469866843e-01	9.959397858183326235e+00	5.488968253578233591e-01
-6.576501769492797411e-01	5.300384026647055880e-01	-2.080959315913005980e+00	-9.786021253781036766e-02
9.252366794740908063e+00	-1.270844793988547550e-01	-1.408570665792221455e+00	-1.862432581354025452e-01
-6.412710461527106887e+00	6.748696528669038963e-02	-3.533514243941941579e+00	-5.053905628103990688e-01
6.881734938439227456e+00	-3.562735471734546425e-03	2.339215155954132985e+00	1.803331638421604155e-01
3.269715325076095969e+00	-3.501635753226158831e-01	-6.427878212291005866e+00	9.316805886655965541e-02
3.581663733926975901e+00	9.855662968323418427e-02	-1.276451268826970242e+00	-2.768813832642248382e-02
-8.642706848805147501e+00	-5.009236802422667445e-01	8.586070538122839935e+00	-2.604286267655253062e-01
-3.073000889611312569e+00	-2.896926943525210407e-01	-7.842325708641499027e+00	3.318006592326949722e-02
-1.571458138576803387e+00	-3.021152751011780269e-01	2.857635736977471197e+00	-3.606398206748245849e-01
3.696008205893158038e+00	4.979346771539457928e-01	-9.758638327606966811e+00	-2.510679083088613109e-02
2.821822906406148412e+00	3.198522755543173335e-01	-4.803749298560944681e+00	1.674835243187191430e-02
-7.123926112658466536e+00	3.463605973705598251e-02	-2.840877980567429795e+00	-1.891279710092496069e-01
3.947955667590927753e+00	3.274244214654094785e-03	2.005510450509360165e+00	2.744401306186007861e-01
-5.137199052168611502e+00	-1.351381036389351920e-01	-9.357084591473221025e+00	2.207521016962495364e-01
-2.213320521665428586e+00	-4.156452124903672329e-01	-4.516660732746899498e+00	2.895536920522885360e-01
-5.937681506431605527e+00	-2.391107586138221941e-01	-4.858107516001599180e+00	-2.946515261274504360e-01
7.332123090923845510e+00	-8.875709338998742648e-02	-1.046006263080365040e+00	1.500409541938430014e-01
-5.291618841804844209e+00	9.315771976741192562e-02	-5.231696155721667907e-01	3.356528611678143842e-02
-7.392501091057580354e+00	-1.409262333549105572e-01	5.612657894388213720e+00	-7.111493698000859176e-02
-9.322804468267108291e+00	3.810594495762499312e-01	2.085257241935219774e+00	-2.021961084799700770e-01
-2.072931924539909154e+00	5.562082148232064954e-02	-9.928296373531097174e+00	-4.142181568783196433e-01
3.810673700988541857e+00	3.883181864805578809e-01	3.589278493658099478e+00	-3.572707542338408038e-01
9.552406563288553087e+00	2.509720026887121355e-02	-7.392411802851087899e+00	-7.855574473266204588e-03
-4.683399217218508603e+00	-2.360381958393395763e-01	-1.658478671836697949e+00	4.126793894514971250e-01
-9.489275648926849271e+00	5.311843079599933848e-01	9.926496079189989885e+00	-1.456855614386190767e-01
4.226225621697779822e+00	2.948885661513617196e-01	4.655713294243348344e+00	2.646901685725753239e-01
-6.415150074880020981e+00	-4.000072537948632934e-01	-7.375962095156602061e+00	-4.105259143024809210e-01
-3.011988336432105395e-01	-2.643181189900576933e-01	2.492106410920122528e+00	-1.669129145923318458e-01
6.219930604356431303e+00	-1.659988318193978893e-02	7.031332148202301680e-01	1.607840998721121566e-03
4.216686391126718725e+00	1.129469100272647852e-01	-1.692220377427001488e+00	2.366751725113641902e-01
-6.900617136906166849e+00	3.150481199637499286e-01	3.144830482275363881e+00	1.290878046499450149e-01
-1.524400739186161147e+00	3.372974158696792069e-01	8.564975333025952153e+00	-3.646245426075891416e-01
-6.153450778524398146e+00	-1.445060894062978607e-01	-7.010477346253124686e+00	1.024318663516072571e-02
-4.655581293177782243e+00	1.552745909076972686e-01	1.558671267208209699e+00	4.231821445684110228e-01
1.094402740967390208e+00	-5.423994868285230142e-01	-7.226812421762531358e+00	2.685643934693241475e-01
1.757378807827384704e-01	1.597367766904643493e-01	7.946537082175979094e+00	1.246848483578892886e-01
-7.725388266388796055e+00	1.895684424563659765e-01	-8.262074303418760479e+00	-4.852482942130798699e-02
-7.923822016120364076e+00	1.536363878776036418e-01	1.965090669012352853e+00	5.774107167705555543e-01
-1.695774587724331317e+00	-1.535338601863158424e-02	3.177715359932929751e+00	2.284627192920299019e-02
6.871798563878939170e-01	-1.737310864379294079e-02	-7.927729498449626711e+00	-3.463098112049076138e-01
2.168290606665515818e-01	6.931772673966335105e-03	-4.612495575854940633e+00	-2.638181305577357305e-01
5.726535106526135621e+00	-1.960221822959874738e-01	-4.958795913089097951e-02	2.561879833661500072e-01
-5.234214998230863003e+00	1.187602552315130400e-01	-9.889387506407008033e+00	-1.007897882082182117e-01
1.523877718792448821e+00	-1.006403968727229703e-01	6.092543250319921277e+00	2.615602928003050720e-01
1.444962065508688109e+00	3.661744517290121959e-01	-4.228904869848787662e+00	-1.533035316896861899e-01
1.996220268696494493e+00	-2.879301728208753450e-02	-2.099384135041288069e+00	2.590328071258756748e-01
-8.239077840943050290e+00	4.625562734305997958e-01	1.474287602167403843e+00	1.194755939924500021e-01
1.483289551427262321e-01	-1.536257162306673696e-01	-3.816309290102956275e+00	1.081528291559458593e-01
3.973536825586546417e+00	-2.871009932858873959e-01	-7.867337497295572746e+00	2.367811913484260677e-01
-3.659231736867546436e-01	1.009163110361625676e-01	1.526781794177910045e+00	-9.055263294033520649e-03
3.734645870470202356e-01	-1.262151750914605741e-01	7.311443354085168878e+00	-1.906686698392211499e-01
-6.317201451393765765e+00	4.797989179590907427e-01	-9.981651765170471702e-01	-3.136105946694674462e-01
-5.373337712919921572e+00	3.241843455353057846e-01	-5.430805358096034929e+00	6.722405927857885710e-02
1.415023648616384966e+00	3.638611066685677048e-02	7.102249387699157701e+00	2.867742439775083363e-01
-1.687302262660685725e+00	7.466970375624424339e-01	-2.720620853573513465e+00	1.753706314972651725e-01
-3.093016069573979010e+00	1.776933121060689930e-02	-8.267181588812047011e+00	-8.951969971013445937e-02
3.294321218058238632e+00	3.292679309863260628e-01	-6.797832867909628263e+00	-2.020018309884577812e-01
-8.994707498278173841e-01	6.875647545444893427e-02	1.110247572207253786e+00	5.267754742384519462e-01
9.107579603518862754e+00	-2.495899718060286820e-01	6.142107723449926837e+00	-6.684348490599271997e-02
-1.009696738404626437e+01	2.517675195797322574e-01	-2.529378896502034735e-01	1.057174897598671531e-01
4.470289869625213797e+00	-3.024177512558032244e-01	-2.699312690864665853e+00	8.270188615706618174e-02
7.279719530275477801e+00	-5.543427737306414610e-02	3.880709694534760779e+00	-1.110714718540574408e-01
8.595033427365577072e-01	1.804959781200365099e-01	-5.987658075648415235e+00	-9.510959625570045151e-02
-5.179069245589573711e+00	-2.645239840593046066e-01	-7.805552625228632913e+00	2.695893646332448990e-01
2.974694454649939424e+00	-7.866212270431254677e-03	4.570848963988209057e+00	5.274674528789081718e-01
-3.351145391353194114e-02	1.292517545514787480e-01	-7.040387947614183961e-01	3.212889552113889491e-01
-3.585558897728995831e+00	-1.298894572295202776e-01	7.455881523997362592e+00	-4.884924334173635918e-01
-5.454350904298419067e+00	1.187439064510511649e-01	-3.405898939593520414e+00	2.515572182741193652e-01
4.382062599187972474e+00	3.061900789184978655e-01	-2.894567915414475223e+00	-4.804160668463845485e-01
7.563662494507566336e+00	-5.825501617349875261e-01	7.085353076684804741e+00	-4.036629478631124646e-01
-1.066241649257960722e+00	-1.310443076940420448e-01	5.924312432602703460e+00	2.629306510867940316e-01
2.860895262378131410e+00	2.486266841752198808e-01	1.319848417575958610e+00	9.369822843113666255e-02
4.564560198883701680e+00	5.057238588339371121e-01	-9.981581346465706162e+00	1.494281070232039987e-01
-1.000204876800486531e+01	1.524707353888691552e-01	4.512469677754153530e+00	-5.307793014494374129e-01
4.298183397743208012e+00	8.655650488405078335e-02	2.671855276423965364e+00	2.819507404966989927e-01
5.552853133891249016e-01	-8.256533675222810231e-02	-2.971705942553893198e+00	-1.510009592256663855e-02
9.929041547285569536e+00	9.873264133612782989e-02	-3.880267632888867446e+00	-3.513840088663660044e-01
-4.672404874670585961e+00	4.837603359217500509e-01	-1.640520001057527821e+00	8.422062809625362537e-03
5.783042678990767627e+00	4.773480627876764970e-01	8.818481184036205178e+00	2.411703510891500535e-01
-9.201595116469666991e+00	1.391496431604371253e-01	-3.491434912613829766e+00	4.009624454734836974e-01
-5.059973609520970861e+00	7.971391045704537270e-02	3.692727088171707805e+00	-2.806283310472730830e-01
8.131183426092169597e+00	4.739142245228697981e-01	8.452637476561353225e+00	1.562905518339192668e-01
-4.676655438529202513e+00	2.800346266101606529e-01	-2.091897860539063903e+00	-2.175420793165143418e-01
8.358513952684681669e+00	-2.626728061418833263e-02	5.921852150491482725e+00	-1.021439628337757061e-01
-8.791590072247071674e+00	-1.597239131641375043e-01	7.730814407404783317e+00	3.898686799149111981e-01
6.692116249667389383e+00	-3.345750366296695311e-01	-2.793336238944572170e+00	1.388734464694335591e-01
-4.906570087704841043e+00	-1.078944189676275534e-01	-1.221701450715891202e+00	2.163637727678736633e-01
6.340233861976598106e+00	7.464449238895822791e-01	-9.515619771593353704e+00	1.722702071212663111e-02
